transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount,payment_method,status,is_anomaly,hour,day_of_week,month,month_name,quarter
TRX100676,2023-09-11,CUST10050,PROD1016,2,3067.88,6683.49,Онлайн,Завершен,False,0,Пн,9,Сентябрь,3
TRX100677,2023-05-24,CUST10052,PROD1003,2,1956.8,3979.07,Онлайн,Завершен,False,0,Ср,5,Май,2
TRX100678,2023-09-07,CUST10081,PROD1028,2,347.23,686.98,Онлайн,Завершен,False,0,Чт,9,Сентябрь,3
TRX100679,2023-02-25,CUST10161,PROD1012,3,1050.68,4661.22,Карта,Завершен,False,0,Сб,2,Февраль,1
TRX100680,2023-08-19,CUST10075,PROD1028,1,347.23,472.28,Онлайн,Завершен,False,0,Сб,8,Август,3
TRX100681,2023-11-27,CUST10109,PROD1011,3,130.04,687.93,Карта,Завершен,False,0,Пн,11,Ноябрь,4
TRX100682,2023-07-03,CUST10080,PROD1002,1,2331.16,2198.37,Карта,Завершен,False,0,Пн,7,Июль,3
TRX100683,2023-01-05,CUST10082,PROD1022,2,4668.45,8423.57,Карта,Завершен,False,0,Чт,1,Январь,1
TRX100684,2023-10-15,CUST10143,PROD1012,1,1050.68,1005.21,Наличные,Завершен,False,0,Вс,10,Октябрь,4
TRX100685,2023-11-08,CUST10111,PROD1002,3,2331.16,12774.44,Наличные,Завершен,False,0,Ср,11,Ноябрь,4
TRX100686,2023-06-13,CUST10070,PROD1006,1,3083.34,2805.63,Наличные,Завершен,False,0,Вт,6,Июнь,2
TRX100687,2023-03-03,CUST10147,PROD1014,1,1566.78,2195.59,Карта,Завершен,False,0,Пт,3,Март,1
TRX100688,2023-05-26,CUST10118,PROD1020,1,1703.96,2700.76,Наличные,Завершен,False,0,Пт,5,Май,2
TRX100689,2023-03-09,CUST10165,PROD1001,2,4609.89,9949.67,Карта,Завершен,False,0,Чт,3,Март,1
TRX100690,2023-02-05,CUST10081,PROD1003,2,1956.8,4171.78,Наличные,Завершен,False,0,Вс,2,Февраль,1
TRX100691,2023-07-24,CUST10076,PROD1017,1,254.98,268.98,Онлайн,Завершен,False,0,Пн,7,Июль,3
TRX100692,2023-08-21,CUST10158,PROD1027,2,1625.75,3343.26,Карта,Завершен,False,0,Пн,8,Август,3
TRX100693,2023-01-15,CUST10176,PROD1001,1,4609.89,4909.95,Онлайн,Отменен,False,0,Вс,1,Январь,1
TRX100694,2023-08-12,CUST10137,PROD1005,1,385.1,530.05,Карта,Завершен,False,0,Сб,8,Август,3
TRX100695,2023-12-19,CUST10067,PROD1008,1,1523.39,9849.009579330705,Наличные,Завершен,True,0,Вт,12,Декабрь,4
TRX100696,2023-12-19,CUST10035,PROD1025,3,871.73,5001.54,Онлайн,Завершен,False,0,Вт,12,Декабрь,4
TRX100697,2023-08-24,CUST10105,PROD1004,1,697.91,672.69,Онлайн,Завершен,False,0,Чт,8,Август,3
TRX100698,2023-08-17,CUST10125,PROD1003,3,1956.8,5895.95,Наличные,Завершен,False,0,Чт,8,Август,3
TRX100699,2023-06-14,CUST10021,PROD1015,3,424.44,1203.5,Наличные,Завершен,False,0,Ср,6,Июнь,2
TRX100700,2023-10-13,CUST10019,PROD1021,1,1105.42,1706.92,Наличные,Завершен,False,0,Пт,10,Октябрь,4
TRX100701,2023-01-31,CUST10124,PROD1000,1,1005.72,1040.01,Карта,Завершен,False,0,Вт,1,Январь,1
TRX100702,2023-06-24,CUST10194,PROD1026,1,1660.58,2535.97,Наличные,Завершен,False,0,Сб,6,Июнь,2
TRX100703,2023-12-29,CUST10056,PROD1020,2,1703.96,4758.14,Наличные,Отменен,False,0,Пт,12,Декабрь,4
TRX100704,2023-07-17,CUST10017,PROD1027,2,1625.75,3329.85,Наличные,Завершен,False,0,Пн,7,Июль,3
TRX100705,2023-08-05,CUST10037,PROD1021,1,1105.42,1594.17,Наличные,Завершен,False,0,Сб,8,Август,3
TRX100706,2023-02-24,CUST10007,PROD1003,3,1956.8,8348.7,Наличные,Завершен,False,0,Пт,2,Февраль,1
TRX100707,2023-12-05,CUST10090,PROD1014,3,1566.78,8210.1,Наличные,Завершен,False,0,Вт,12,Декабрь,4
TRX100708,2023-04-19,CUST10069,PROD1012,1,1050.68,1051.14,Наличные,Завершен,False,0,Ср,4,Апрель,2
TRX100709,2023-02-20,CUST10048,PROD1020,1,1703.96,1663.92,Наличные,Завершен,False,0,Пн,2,Февраль,1
TRX100710,2023-04-01,CUST10174,PROD1008,3,1523.39,6895.79,Карта,Завершен,False,0,Сб,4,Апрель,2
TRX100711,2023-11-27,CUST10068,PROD1003,1,1956.8,3324.7,Карта,Завершен,False,0,Пн,11,Ноябрь,4
TRX100712,2023-02-03,CUST10103,PROD1003,3,1956.8,8410.16,Наличные,Завершен,False,0,Пт,2,Февраль,1
TRX100713,2023-07-21,CUST10052,PROD1007,1,2856.91,4485.86,Карта,Завершен,False,0,Пт,7,Июль,3
TRX100714,2023-04-15,CUST10024,PROD1020,2,1703.96,4895.13,Карта,Завершен,False,0,Сб,4,Апрель,2
TRX100715,2023-09-15,CUST10061,PROD1019,3,2579.37,11553.21,Карта,Отменен,False,0,Пт,9,Сентябрь,3
TRX100716,2023-06-11,CUST10003,PROD1002,3,2331.16,6527.22,Онлайн,Завершен,False,0,Вс,6,Июнь,2
TRX100717,2023-08-31,CUST10043,PROD1010,2,1085.82,1963.52,Онлайн,Завершен,False,0,Чт,8,Август,3
TRX100718,2023-01-05,CUST10063,PROD1011,3,130.04,426.76,Наличные,Завершен,False,0,Чт,1,Январь,1
TRX100719,2023-02-26,CUST10058,PROD1026,1,1660.58,1500.3,Онлайн,Завершен,False,0,Вс,2,Февраль,1
TRX100720,2023-09-15,CUST10188,PROD1024,1,1082.72,1509.28,Наличные,Завершен,False,0,Пт,9,Сентябрь,3
TRX100721,2023-08-20,CUST10064,PROD1023,2,2650.83,5143.44,Наличные,Завершен,False,0,Вс,8,Август,3
TRX100722,2023-08-23,CUST10198,PROD1026,1,1660.58,1611.63,Онлайн,Завершен,False,0,Ср,8,Август,3
TRX100723,2023-11-02,CUST10037,PROD1003,2,1956.8,6720.35,Наличные,Завершен,False,0,Чт,11,Ноябрь,4
TRX100724,2023-04-23,CUST10110,PROD1004,3,697.91,14325.150896356865,Наличные,Завершен,True,0,Вс,4,Апрель,2
TRX100725,2023-04-16,CUST10070,PROD1002,3,2331.16,6565.26,Онлайн,Завершен,False,0,Вс,4,Апрель,2
TRX100726,2023-12-14,CUST10044,PROD1028,3,347.23,2029.69,Наличные,Завершен,False,0,Чт,12,Декабрь,4
TRX100727,2023-12-14,CUST10070,PROD1028,2,347.23,1207.83,Наличные,Отменен,False,0,Чт,12,Декабрь,4
TRX100728,2023-04-08,CUST10110,PROD1018,1,2672.99,4025.59,Наличные,Завершен,False,0,Сб,4,Апрель,2
TRX100729,2023-10-18,CUST10174,PROD1009,2,3115.01,54517.22269390876,Карта,Завершен,True,0,Ср,10,Октябрь,4
TRX100730,2023-09-25,CUST10016,PROD1019,2,2579.37,5218.73,Наличные,Завершен,False,0,Пн,9,Сентябрь,3
TRX100731,2023-01-08,CUST10125,PROD1001,2,4609.89,8698.54,Наличные,Завершен,False,0,Вс,1,Январь,1
TRX100732,2023-01-03,CUST10072,PROD1011,2,130.04,1277.6883908388415,Онлайн,Завершен,True,0,Вт,1,Январь,1
TRX100733,2023-12-07,CUST10187,PROD1004,3,697.91,4110.68,Карта,Завершен,False,0,Чт,12,Декабрь,4
TRX100734,2023-08-10,CUST10090,PROD1029,3,4197.25,11535.85,Карта,Завершен,False,0,Чт,8,Август,3
TRX100735,2023-12-14,CUST10066,PROD1012,3,1050.68,5585.8,Наличные,Завершен,False,0,Чт,12,Декабрь,4
TRX100736,2023-11-02,CUST10148,PROD1005,2,385.1,1404.08,Карта,Завершен,False,0,Чт,11,Ноябрь,4
TRX100737,2023-12-16,CUST10021,PROD1008,1,1523.39,2118.59,Наличные,Завершен,False,0,Сб,12,Декабрь,4
TRX100738,2023-10-18,CUST10111,PROD1014,3,1566.78,4743.42,Карта,Завершен,False,0,Ср,10,Октябрь,4
TRX100739,2023-03-12,CUST10091,PROD1014,3,1566.78,4882.84,Наличные,Завершен,False,0,Вс,3,Март,1
TRX100740,2023-07-01,CUST10143,PROD1014,2,1566.78,4625.61,Карта,Завершен,False,0,Сб,7,Июль,3
TRX100741,2023-08-04,CUST10148,PROD1024,1,1082.72,1507.34,Онлайн,Завершен,False,0,Пт,8,Август,3
TRX100742,2023-07-11,CUST10193,PROD1019,1,2579.37,2601.69,Наличные,Завершен,False,0,Вт,7,Июль,3
TRX100743,2023-03-06,CUST10117,PROD1021,2,1105.42,1992.39,Карта,Завершен,False,0,Пн,3,Март,1
TRX100744,2023-02-13,CUST10024,PROD1008,1,1523.39,1623.9,Наличные,Завершен,False,0,Пн,2,Февраль,1
TRX100745,2023-10-17,CUST10172,PROD1022,2,4668.45,9021.89,Онлайн,Завершен,False,0,Вт,10,Октябрь,4
TRX100746,2023-01-28,CUST10034,PROD1006,3,3083.34,13920.16,Карта,Отменен,False,0,Сб,1,Январь,1
TRX100747,2023-12-12,CUST10001,PROD1027,3,1625.75,8172.9,Наличные,Завершен,False,0,Вт,12,Декабрь,4
TRX100748,2023-11-16,CUST10024,PROD1006,3,3083.34,111050.23001699494,Карта,Завершен,True,0,Чт,11,Ноябрь,4
TRX100749,2023-04-15,CUST10031,PROD1015,1,424.44,576.13,Наличные,Завершен,False,0,Сб,4,Апрель,2
TRX100750,2023-07-27,CUST10156,PROD1005,2,385.1,819.53,Онлайн,Завершен,False,0,Чт,7,Июль,3
TRX100751,2023-08-13,CUST10036,PROD1019,3,2579.37,7154.96,Онлайн,Завершен,False,0,Вс,8,Август,3
TRX100752,2023-12-03,CUST10122,PROD1005,1,385.1,694.78,Наличные,Завершен,False,0,Вс,12,Декабрь,4
TRX100753,2023-05-29,CUST10100,PROD1003,3,1956.8,6409.41,Наличные,Завершен,False,0,Пн,5,Май,2
TRX100754,2023-12-24,CUST10117,PROD1014,1,1566.78,2773.33,Карта,Завершен,False,0,Вс,12,Декабрь,4
TRX100755,2023-10-16,CUST10113,PROD1000,2,1005.72,15437.034173481503,Карта,Завершен,True,0,Пн,10,Октябрь,4
TRX100756,2023-07-01,CUST10040,PROD1014,1,1566.78,2529.92,Наличные,Завершен,False,0,Сб,7,Июль,3
TRX100757,2023-09-14,CUST10016,PROD1006,3,3083.34,8970.36,Карта,Завершен,False,0,Чт,9,Сентябрь,3
TRX100758,2023-12-02,CUST10035,PROD1011,1,130.04,201.14,Наличные,Завершен,False,0,Сб,12,Декабрь,4
TRX100759,2023-12-04,CUST10096,PROD1029,2,4197.25,14789.55,Наличные,Завершен,False,0,Пн,12,Декабрь,4
TRX100760,2023-11-07,CUST10134,PROD1005,3,385.1,2111.17,Наличные,Завершен,False,0,Вт,11,Ноябрь,4
TRX100761,2023-03-08,CUST10103,PROD1010,3,1085.82,3315.35,Карта,Завершен,False,0,Ср,3,Март,1
TRX100762,2023-01-24,CUST10127,PROD1027,1,1625.75,1701.47,Онлайн,Завершен,False,0,Вт,1,Январь,1
TRX100763,2023-09-01,CUST10060,PROD1024,2,1082.72,3073.76,Карта,Отменен,False,0,Пт,9,Сентябрь,3
TRX100764,2023-03-31,CUST10015,PROD1028,3,347.23,1526.31,Онлайн,Отменен,False,0,Пт,3,Март,1
TRX100765,2023-05-09,CUST10155,PROD1001,1,4609.89,4929.63,Онлайн,Завершен,False,0,Вт,5,Май,2
TRX100766,2023-01-16,CUST10163,PROD1010,1,1085.82,1000.62,Онлайн,Завершен,False,0,Пн,1,Январь,1
TRX100767,2023-10-12,CUST10051,PROD1006,1,3083.34,2930.71,Онлайн,Завершен,False,0,Чт,10,Октябрь,4
TRX100768,2023-03-24,CUST10006,PROD1026,2,1660.58,5010.17,Онлайн,Завершен,False,0,Пт,3,Март,1
TRX100769,2023-12-09,CUST10198,PROD1006,1,3083.34,4193.26,Наличные,Завершен,False,0,Сб,12,Декабрь,4
TRX100770,2023-10-18,CUST10186,PROD1027,3,1625.75,4459.72,Онлайн,Завершен,False,0,Ср,10,Октябрь,4
TRX100771,2023-09-28,CUST10090,PROD1006,2,3083.34,6576.64,Наличные,Завершен,False,0,Чт,9,Сентябрь,3
TRX100772,2023-11-13,CUST10096,PROD1027,3,1625.75,8143.22,Карта,Завершен,False,0,Пн,11,Ноябрь,4
TRX100773,2023-10-19,CUST10059,PROD1004,1,697.91,737.33,Карта,Завершен,False,0,Чт,10,Октябрь,4
TRX100774,2023-11-04,CUST10064,PROD1010,3,1085.82,4419.6,Наличные,Завершен,False,0,Сб,11,Ноябрь,4
TRX100775,2023-12-27,CUST10136,PROD1002,2,2331.16,9017.3,Онлайн,Завершен,False,0,Ср,12,Декабрь,4
TRX100776,2023-05-04,CUST10139,PROD1029,3,4197.25,12871.91,Онлайн,Завершен,False,0,Чт,5,Май,2
TRX100777,2023-02-26,CUST10008,PROD1015,3,424.44,1384.59,Наличные,Завершен,False,0,Вс,2,Февраль,1
TRX100778,2023-08-04,CUST10140,PROD1006,2,3083.34,8943.92,Онлайн,Завершен,False,0,Пт,8,Август,3
TRX100779,2023-06-18,CUST10144,PROD1029,3,4197.25,13544.37,Онлайн,Завершен,False,0,Вс,6,Июнь,2
TRX100780,2023-12-26,CUST10156,PROD1011,1,130.04,256.59,Карта,Завершен,False,0,Вт,12,Декабрь,4
TRX100781,2023-10-10,CUST10166,PROD1004,2,697.91,4327.122890397151,Наличные,Завершен,True,0,Вт,10,Октябрь,4
TRX100782,2023-08-09,CUST10014,PROD1009,2,3115.01,6580.82,Карта,Завершен,False,0,Ср,8,Август,3
TRX100783,2023-04-11,CUST10141,PROD1019,3,2579.37,8295.71,Наличные,Завершен,False,0,Вт,4,Апрель,2
TRX100784,2023-01-27,CUST10140,PROD1024,2,1082.72,3168.4,Карта,Завершен,False,0,Пт,1,Январь,1
TRX100785,2023-03-01,CUST10049,PROD1003,2,1956.8,4224.45,Наличные,Завершен,False,0,Ср,3,Март,1
TRX100786,2023-08-12,CUST10191,PROD1007,1,2856.91,4055.7,Онлайн,Завершен,False,0,Сб,8,Август,3
TRX100787,2023-10-18,CUST10019,PROD1025,1,871.73,787.15,Карта,Завершен,False,0,Ср,10,Октябрь,4
TRX100788,2023-03-06,CUST10062,PROD1005,2,385.1,736.71,Наличные,Завершен,False,0,Пн,3,Март,1
TRX100789,2023-03-08,CUST10064,PROD1012,3,1050.68,3138.61,Онлайн,Завершен,False,0,Ср,3,Март,1
TRX100790,2023-04-16,CUST10056,PROD1022,2,4668.45,9776.14,Наличные,Отменен,False,0,Вс,4,Апрель,2
TRX100791,2024-01-01,CUST10134,PROD1011,2,130.04,274.66,Наличные,Завершен,False,0,Пн,1,Январь,1
TRX100792,2023-06-13,CUST10180,PROD1017,3,254.98,765.47,Онлайн,Отменен,False,0,Вт,6,Июнь,2
TRX100793,2023-09-06,CUST10059,PROD1002,2,2331.16,4385.9,Наличные,Отменен,False,0,Ср,9,Сентябрь,3
TRX100794,2023-10-11,CUST10060,PROD1003,1,1956.8,1906.86,Онлайн,Завершен,False,0,Ср,10,Октябрь,4
TRX100795,2023-08-14,CUST10008,PROD1024,3,1082.72,3218.12,Наличные,Завершен,False,0,Пн,8,Август,3
TRX100796,2023-05-23,CUST10156,PROD1012,3,1050.68,3026.22,Наличные,Завершен,False,0,Вт,5,Май,2
TRX100797,2023-09-11,CUST10097,PROD1027,1,1625.75,1587.57,Карта,Завершен,False,0,Пн,9,Сентябрь,3
TRX100798,2023-12-04,CUST10089,PROD1017,2,254.98,835.73,Карта,Завершен,False,0,Пн,12,Декабрь,4
TRX100799,2023-11-08,CUST10055,PROD1029,2,4197.25,16101.8,Карта,Завершен,False,0,Ср,11,Ноябрь,4
TRX100800,2023-06-24,CUST10188,PROD1026,3,1660.58,7654.24,Карта,Завершен,False,0,Сб,6,Июнь,2
TRX100801,2023-02-25,CUST10136,PROD1012,3,1050.68,5155.92,Наличные,Завершен,False,0,Сб,2,Февраль,1
TRX100802,2023-08-06,CUST10097,PROD1023,3,2650.83,8061.13,Наличные,Завершен,False,0,Вс,8,Август,3
TRX100803,2023-05-02,CUST10021,PROD1029,1,4197.25,3790.27,Карта,Отменен,False,0,Вт,5,Май,2
TRX100804,2023-10-05,CUST10064,PROD1010,2,1085.82,10836.105097829519,Онлайн,Завершен,True,0,Чт,10,Октябрь,4
TRX100805,2023-11-08,CUST10045,PROD1003,1,1956.8,3386.21,Наличные,Завершен,False,0,Ср,11,Ноябрь,4
TRX100806,2023-08-25,CUST10142,PROD1014,1,1566.78,11679.711463238296,Карта,Завершен,True,0,Пт,8,Август,3
TRX100807,2023-07-29,CUST10080,PROD1018,1,2672.99,4361.38,Карта,Завершен,False,0,Сб,7,Июль,3
TRX100808,2023-08-14,CUST10032,PROD1008,1,1523.39,1604.43,Карта,Завершен,False,0,Пн,8,Август,3
TRX100809,2023-11-19,CUST10167,PROD1004,1,697.91,1349.51,Карта,Завершен,False,0,Вс,11,Ноябрь,4
TRX100810,2023-04-05,CUST10183,PROD1016,3,3067.88,9867.35,Карта,Завершен,False,0,Ср,4,Апрель,2
TRX100811,2023-02-01,CUST10138,PROD1008,3,1523.39,44613.499167009606,Онлайн,Завершен,True,0,Ср,2,Февраль,1
TRX100812,2023-01-23,CUST10130,PROD1007,3,2856.91,8313.14,Карта,Завершен,False,0,Пн,1,Январь,1
TRX100813,2023-05-02,CUST10018,PROD1010,1,1085.82,1101.1,Онлайн,Завершен,False,0,Вт,5,Май,2
TRX100814,2023-08-07,CUST10104,PROD1004,2,697.91,1263.13,Онлайн,Завершен,False,0,Пн,8,Август,3
TRX100815,2023-07-11,CUST10038,PROD1009,2,3115.01,6381.93,Онлайн,Завершен,False,0,Вт,7,Июль,3
TRX100816,2023-01-14,CUST10189,PROD1019,1,2579.37,3645.79,Онлайн,Завершен,False,0,Сб,1,Январь,1
TRX100817,2023-10-25,CUST10168,PROD1011,3,130.04,424.45,Онлайн,Завершен,False,0,Ср,10,Октябрь,4
TRX100818,2023-03-18,CUST10057,PROD1024,2,1082.72,3571.56,Онлайн,Завершен,False,0,Сб,3,Март,1
TRX100819,2023-09-15,CUST10135,PROD1020,3,1703.96,7741.79,Карта,Завершен,False,0,Пт,9,Сентябрь,3
TRX100820,2023-11-07,CUST10147,PROD1021,2,1105.42,3998.97,Наличные,Завершен,False,0,Вт,11,Ноябрь,4
TRX100821,2023-05-05,CUST10080,PROD1007,2,2856.91,9083.27,Онлайн,Завершен,False,0,Пт,5,Май,2
TRX100822,2023-03-01,CUST10020,PROD1007,3,2856.91,8476.46,Наличные,Завершен,False,0,Ср,3,Март,1
TRX100823,2023-10-14,CUST10114,PROD1002,3,2331.16,11360.14,Наличные,Завершен,False,0,Сб,10,Октябрь,4
TRX100824,2023-04-28,CUST10198,PROD1026,3,1660.58,7961.0,Наличные,Завершен,False,0,Пт,4,Апрель,2
TRX100825,2023-12-12,CUST10080,PROD1021,3,1105.42,5537.26,Карта,Завершен,False,0,Вт,12,Декабрь,4
TRX100826,2023-02-11,CUST10197,PROD1013,2,861.39,2586.77,Карта,Завершен,False,0,Сб,2,Февраль,1
TRX100827,2023-04-03,CUST10182,PROD1000,2,1005.72,1877.39,Наличные,Завершен,False,0,Пн,4,Апрель,2
TRX100828,2023-02-21,CUST10018,PROD1027,1,1625.75,1474.25,Карта,Завершен,False,0,Вт,2,Февраль,1
TRX100829,2023-09-21,CUST10178,PROD1029,3,4197.25,12309.98,Онлайн,Завершен,False,0,Чт,9,Сентябрь,3
TRX100830,2023-05-04,CUST10151,PROD1009,3,3115.01,8632.99,Онлайн,Завершен,False,0,Чт,5,Май,2
TRX100831,2023-11-12,CUST10114,PROD1023,1,2650.83,4337.51,Наличные,Завершен,False,0,Вс,11,Ноябрь,4
TRX100832,2023-11-19,CUST10034,PROD1023,2,2650.83,10182.0,Онлайн,Завершен,False,0,Вс,11,Ноябрь,4
TRX100833,2023-04-04,CUST10038,PROD1024,3,1082.72,3306.34,Карта,Завершен,False,0,Вт,4,Апрель,2
TRX100834,2023-10-31,CUST10045,PROD1011,3,130.04,403.69,Онлайн,Завершен,False,0,Вт,10,Октябрь,4
TRX100835,2023-10-29,CUST10144,PROD1024,2,1082.72,1990.86,Онлайн,Завершен,False,0,Вс,10,Октябрь,4
TRX100836,2023-09-26,CUST10081,PROD1016,3,3067.88,9836.97,Карта,Завершен,False,0,Вт,9,Сентябрь,3
TRX100837,2023-03-15,CUST10110,PROD1026,1,1660.58,1808.39,Онлайн,Завершен,False,0,Ср,3,Март,1
TRX100838,2023-05-23,CUST10030,PROD1028,3,347.23,1065.75,Наличные,Завершен,False,0,Вт,5,Май,2
TRX100839,2023-05-21,CUST10066,PROD1014,2,1566.78,2960.36,Онлайн,Отменен,False,0,Вс,5,Май,2
TRX100840,2023-02-24,CUST10130,PROD1021,1,1105.42,1584.72,Карта,Завершен,False,0,Пт,2,Февраль,1
TRX100841,2023-01-15,CUST10049,PROD1028,3,347.23,945.8,Карта,Завершен,False,0,Вс,1,Январь,1
TRX100842,2023-09-08,CUST10187,PROD1011,1,130.04,183.48,Наличные,Завершен,False,0,Пт,9,Сентябрь,3
TRX100843,2023-09-24,CUST10030,PROD1026,1,1660.58,1645.25,Наличные,Завершен,False,0,Вс,9,Сентябрь,3
TRX100844,2023-08-10,CUST10171,PROD1008,2,1523.39,2795.03,Карта,Завершен,False,0,Чт,8,Август,3
TRX100845,2023-07-01,CUST10129,PROD1023,1,2650.83,4209.51,Наличные,Завершен,False,0,Сб,7,Июль,3
TRX100846,2023-05-22,CUST10176,PROD1020,2,1703.96,3568.45,Наличные,Завершен,False,0,Пн,5,Май,2
TRX100847,2023-01-20,CUST10142,PROD1003,2,1956.8,6378.03,Онлайн,Завершен,False,0,Пт,1,Январь,1
TRX100848,2023-11-17,CUST10056,PROD1020,1,1703.96,2621.01,Онлайн,Завершен,False,0,Пт,11,Ноябрь,4
TRX100849,2023-04-11,CUST10072,PROD1015,2,424.44,789.7,Карта,Завершен,False,0,Вт,4,Апрель,2
TRX100850,2023-04-12,CUST10054,PROD1028,3,347.23,956.0,Карта,Завершен,False,0,Ср,4,Апрель,2
TRX100851,2023-08-11,CUST10107,PROD1015,1,424.44,644.01,Онлайн,Завершен,False,0,Пт,8,Август,3
TRX100852,2023-05-15,CUST10135,PROD1012,3,1050.68,3234.64,Онлайн,Завершен,False,0,Пн,5,Май,2
TRX100853,2023-04-03,CUST10161,PROD1026,2,1660.58,3143.07,Наличные,Завершен,False,0,Пн,4,Апрель,2
TRX100854,2023-11-03,CUST10193,PROD1017,2,254.98,762.03,Наличные,Завершен,False,0,Пт,11,Ноябрь,4
TRX100855,2023-08-03,CUST10081,PROD1010,2,1085.82,2061.93,Онлайн,Завершен,False,0,Чт,8,Август,3
TRX100856,2023-02-28,CUST10125,PROD1022,2,4668.45,9146.59,Онлайн,Завершен,False,0,Вт,2,Февраль,1
TRX100857,2023-07-30,CUST10104,PROD1007,3,2856.91,7763.3,Карта,Завершен,False,0,Вс,7,Июль,3
TRX100858,2023-10-15,CUST10108,PROD1008,2,1523.39,3153.41,Наличные,Завершен,False,0,Вс,10,Октябрь,4
TRX100859,2023-05-14,CUST10011,PROD1008,1,1523.39,1518.97,Наличные,Завершен,False,0,Вс,5,Май,2
TRX100860,2023-08-18,CUST10160,PROD1007,2,2856.91,8695.02,Карта,Завершен,False,0,Пт,8,Август,3
TRX100861,2023-11-11,CUST10005,PROD1010,3,1085.82,4523.85,Наличные,Отменен,False,0,Сб,11,Ноябрь,4
TRX100862,2023-02-16,CUST10167,PROD1010,3,1085.82,3526.02,Карта,Завершен,False,0,Чт,2,Февраль,1
TRX100863,2023-09-23,CUST10101,PROD1011,1,130.04,196.44,Онлайн,Завершен,False,0,Сб,9,Сентябрь,3
TRX100864,2023-04-28,CUST10141,PROD1025,2,871.73,2438.09,Онлайн,Завершен,False,0,Пт,4,Апрель,2
TRX100865,2023-05-08,CUST10128,PROD1001,1,4609.89,4928.42,Наличные,Завершен,False,0,Пн,5,Май,2
TRX100866,2023-09-06,CUST10008,PROD1005,1,385.1,2733.7811232858976,Наличные,Завершен,True,0,Ср,9,Сентябрь,3
TRX100867,2023-03-05,CUST10021,PROD1020,2,1703.96,3340.27,Карта,Завершен,False,0,Вс,3,Март,1
TRX100868,2023-02-07,CUST10190,PROD1023,3,2650.83,8276.14,Онлайн,Завершен,False,0,Вт,2,Февраль,1
TRX100869,2023-11-06,CUST10155,PROD1003,1,1956.8,3688.4,Наличные,Завершен,False,0,Пн,11,Ноябрь,4
TRX100870,2023-06-15,CUST10025,PROD1016,2,3067.88,6434.55,Наличные,Завершен,False,0,Чт,6,Июнь,2
TRX100871,2023-12-02,CUST10104,PROD1015,3,424.44,1862.83,Онлайн,Завершен,False,0,Сб,12,Декабрь,4
TRX100872,2023-05-23,CUST10004,PROD1009,2,3115.01,6737.97,Наличные,Завершен,False,0,Вт,5,Май,2
TRX100873,2023-07-21,CUST10006,PROD1024,2,1082.72,3278.42,Наличные,Завершен,False,0,Пт,7,Июль,3
TRX100874,2023-04-29,CUST10036,PROD1011,2,130.04,388.31,Онлайн,Завершен,False,0,Сб,4,Апрель,2
TRX100875,2023-02-12,CUST10063,PROD1017,1,254.98,238.11,Карта,Завершен,False,0,Вс,2,Февраль,1
TRX100876,2023-03-14,CUST10194,PROD1019,2,2579.37,5507.54,Карта,Завершен,False,0,Вт,3,Март,1
TRX100877,2023-01-31,CUST10009,PROD1008,2,1523.39,2993.07,Наличные,Завершен,False,0,Вт,1,Январь,1
TRX100878,2023-12-19,CUST10125,PROD1019,3,2579.37,107060.25731123393,Онлайн,Завершен,True,0,Вт,12,Декабрь,4
TRX100879,2023-09-13,CUST10142,PROD1020,2,1703.96,3227.8,Онлайн,Завершен,False,0,Ср,9,Сентябрь,3
TRX100880,2023-02-11,CUST10041,PROD1013,1,861.39,1343.58,Онлайн,Завершен,False,0,Сб,2,Февраль,1
TRX100881,2023-03-04,CUST10108,PROD1006,1,3083.34,4567.29,Наличные,Завершен,False,0,Сб,3,Март,1
TRX100882,2023-03-29,CUST10107,PROD1025,3,871.73,2628.05,Наличные,Завершен,False,0,Ср,3,Март,1
TRX100883,2023-01-05,CUST10173,PROD1003,2,1956.8,3863.1,Наличные,Отменен,False,0,Чт,1,Январь,1
TRX100884,2023-09-25,CUST10074,PROD1019,2,2579.37,5560.65,Онлайн,Завершен,False,0,Пн,9,Сентябрь,3
TRX100885,2023-12-17,CUST10064,PROD1025,1,871.73,1604.89,Наличные,Завершен,False,0,Вс,12,Декабрь,4
TRX100886,2023-08-25,CUST10034,PROD1029,1,4197.25,6082.04,Карта,Отменен,False,0,Пт,8,Август,3
TRX100887,2023-09-26,CUST10120,PROD1026,3,1660.58,4955.71,Карта,Завершен,False,0,Вт,9,Сентябрь,3
TRX100888,2023-01-03,CUST10084,PROD1022,2,4668.45,8753.67,Карта,Завершен,False,0,Вт,1,Январь,1
TRX100889,2023-02-01,CUST10057,PROD1014,3,1566.78,4789.13,Наличные,Завершен,False,0,Ср,2,Февраль,1
TRX100890,2023-11-18,CUST10109,PROD1029,1,4197.25,5908.86,Онлайн,Отменен,False,0,Сб,11,Ноябрь,4
TRX100891,2023-06-06,CUST10164,PROD1019,2,2579.37,5434.21,Онлайн,Завершен,False,0,Вт,6,Июнь,2
TRX100892,2023-04-14,CUST10067,PROD1018,1,2672.99,3730.76,Онлайн,Завершен,False,0,Пт,4,Апрель,2
TRX100893,2023-02-22,CUST10147,PROD1025,1,871.73,875.62,Онлайн,Завершен,False,0,Ср,2,Февраль,1
